1	1	28167000
2	1	12820000
3	1	5019900
4	1	2610700
5	1	1798200
6	1	1420800
7	1	1189300
8	1	1033600
9	1	916400
10	1	826100
11	1	754200
12	1	697200
13	1	648700
14	1	608300
15	1	573500
16	1	544700
17	1	517900
18	1	493500
19	1	473700
20	1	456600
21	1	437800
22	1	420900
23	1	408100
24	1	393700
25	1	379900
26	1	368600
27	1	357000
28	1	346800
29	1	336900
30	1	326500
31	1	317200
32	1	308200
33	1	300300
34	1	291800
35	1	283500
36	1	276500
37	1	268600
38	1	260700
39	1	253900
40	1	247000
41	1	240500
42	1	233800
43	1	227900
44	1	221300
45	1	215200
46	1	209100
47	1	203900
48	1	198100
49	1	192300
50	1	187700
51	1	181600
52	1	176200
53	1	172200
54	1	167100
55	1	163100
56	1	157900
57	1	153600
58	1	149600
59	1	144800
60	1	141400
61	1	135600
62	1	132700
63	1	129300
64	1	125000
65	1	121100
66	1	118200
67	1	114700
68	1	110500
69	1	108100
70	1	105000
71	1	103100
72	1	98900
73	1	96000
74	1	93300
75	1	90300
76	1	88100
77	1	84800
78	1	82100
79	1	79300
80	1	77300
81	1	75400
82	1	73200
83	1	70700
84	1	68900
85	1	66600
86	1	64400
87	1	62500
88	1	60800
89	1	58900
90	1	57400
91	1	55300
92	1	53500
93	1	52200
94	1	50100
95	1	48600
96	1	47100
97	1	46300
98	1	44800
99	1	43300
100	1	42000
101	1	40600
102	1	39700
103	1	38400
104	1	36900
105	1	36100
106	1	34700
107	1	33200
108	1	32800
109	1	31800
110	1	30600
111	1	29600
112	1	28800
113	1	27800
114	1	27000
115	1	26100
116	1	25600
117	1	24600
118	1	23900
119	1	23200
120	1	22700
121	1	21800
122	1	21000
123	1	20300
124	1	20100
125	1	19100
126	1	18400
127	1	18100
128	1	17500
129	1	17000
130	1	16400
131	1	16100
132	1	15300
133	1	15000
134	1	14500
135	1	14200
136	1	13600
137	1	13100
138	1	12800
139	1	12500
140	1	12300
141	1	11600
142	1	11300
143	1	11000
144	1	10600
145	1	10300
146	1	10000
147	1	9800
148	1	9500
149	1	9000
150	1	8900
151	1	8400
152	1	8400
153	1	8100
154	1	7900
155	1	7600
156	1	7300
157	1	7000
158	1	6900
159	1	6600
160	1	6500
161	1	6200
162	1	6000
163	1	5700
164	1	5700
165	1	5600
166	1	5300
167	1	5200
168	1	5100
169	1	4800
170	1	4700
171	1	4500
172	1	4500
173	1	4300
174	1	4300
175	1	4100
176	1	4000
177	1	3800
178	1	3700
179	1	3600
180	1	3400
181	1	3400
182	1	3200
183	1	3100
184	1	3000
185	1	3000
186	1	2900
187	1	2700
188	1	2700
189	1	2700
190	1	2500
191	1	2400
192	1	2400
193	1	2300
194	1	2200
195	1	2200
196	1	2100
197	1	2100
198	1	2000
199	1	2000
200	1	1900
201	1	1800
202	1	1800
203	1	1700
204	1	1700
205	1	1600
206	1	1600
207	1	1500
208	1	1500
209	1	1400
210	1	1500
211	1	1400
212	1	1300
213	1	1300
214	1	1300
215	1	1200
216	1	1100
217	1	1100
218	1	1000
219	1	1100
220	1	1100
221	1	1000
222	1	1000
223	1	900
224	1	900
225	1	900
226	1	900
227	1	800
228	1	800
229	1	800
230	1	800
231	1	700
232	1	700
233	1	700
234	1	700
235	1	700
236	1	600
237	1	600
238	1	600
239	1	600
240	1	500
241	1	600
242	1	500
243	1	500
244	1	500
245	1	500
246	1	500
247	1	500
248	1	400
249	1	400
250	1	400
251	1	400
252	1	400
253	1	300
254	1	400
255	1	300
256	1	300
257	1	300
258	1	300
259	1	300
260	1	300
261	1	300
262	1	200
263	1	300
264	1	300
265	1	200
266	1	200
267	1	300
268	1	200
269	1	200
270	1	200
271	1	200
272	1	200
273	1	200
274	1	200
275	1	200
276	1	200
277	1	200
278	1	200
279	1	200
280	1	200
281	1	100
282	1	100
283	1	100
284	1	100
285	1	100
286	1	100
287	1	100
288	1	100
289	1	100
290	1	100
291	1	100
292	1	100
293	1	100
294	1	100
295	1	100
296	1	100
297	1	100
298	1	100
299	1	100
